(29, 24, 3.141592653589793, 0)
(29.518069447999853, 24.45969769413186, 0.8879373609113373, 1)
(30.05837175386799, 25.301168678939757, 4.141592653589793, 1)
(30.54439658766319, 26.153680537093713, 4.222868117379933, 1)
(30.97063658890642, 27.013522983096905, 4.283821140418182, 1)
(31.331694770997995, 27.87697620790683, 4.3514155913584585, 1)
(31.622434504371032, 28.740296334083038, 4.426391639738515, 1)
(31.838163497115843, 29.599695562570428, 4.509193517646443, 1)
(31.97483366556236, 30.45131801676622, 4.5998108177909645, 1)
(32.02924029985185, 31.291212707695237, 4.697637494324583, 1)
(31.999205946210576, 32.11530555317363, 4.8014059914379486, 1)
(31.883736861331098, 32.919372923102216, 4.909257573196819, 1)
(31.683142617580913, 33.6990196772119, 5.018974535051234, 1)
(31.399112301250387, 34.44966502993643, 5.128330312001259, 1)
(31.034743595995298, 35.16653974289376, 5.235451440459468, 1)
(30.594523737677115, 35.84469804505184, 5.339079359363337, 1)
(30.084263746196516, 36.47904727121214, 5.438675203375093, 1)
(29.510989397381056, 37.06439747482665, 5.534382990659168, 1)
(28.8827940410571, 37.59553222534362, 5.626909289898379, 1)
(28.20865958147618, 38.0673004880256, 5.717379003947254, 1)
(27.498252724029886, 38.47472797899896, 5.807204485815984, 1)
(26.761703991024035, 38.81314478775109, 5.897979217638332, 1)
(26.009377067309252, 39.07832447822619, 5.991387684964165, 1)
(25.25163580904946, 39.26662844177488, 6.089110730141715, 1)
(24.498615791909465, 39.375148103717116, 6.19269886990653, 1)
(23.760006640859192, 39.40183679344223, 0.020200686402651158, 1)
(23.04485061911421, 39.345622770077696, 0.13864428433966403, 1)
(22.36136209878551, 39.206495119243286, 0.2646171732408451, 1)
(21.71677162601075, 38.98555503561448, 0.39674231026990014, 1)
(21.117197361191625, 38.68502637799214, 0.5324254623756399, 1)
(20.567545752010613, 38.30822128610497, 0.6681256365500037, 1)
(20.071442414876703, 37.859459000430356, 0.7999550927721595, 1)
(19.631193391128065, 37.34393871088968, 0.9243937638561723, 1)
(19.247776237893646, 36.767570129477214, 1.0388210655348562, 1)
(18.920859835658124, 36.136768364246976, 1.1416955104690585, 1)
(18.64885136269329, 35.4582223817004, 1.2324213911122754, 1)
(18.42896860594342, 34.7386486918568, 1.3110596652764208, 1)
(18.257335638918963, 33.98454369362816, 1.3780300527388478, 1)
(18.12909987340822, 33.20194921657828, 1.4338833060176546, 1)
(18.038568541462585, 32.39624606063244, 1.4791631315355867, 1)
(17.979362733004216, 31.571989684112168, 1.5143469005365988, 1)
(17.944587142013596, 30.7328005930589, 1.5398456840649741, 1)
(17.927013601451808, 29.881319472941126, 1.5560449543162322, 1)
(17.919276264977814, 29.01923377419641, 1.56336952905448, 1)
(17.914075892226162, 28.147378476598842, 1.562356841159282, 1)
(17.90439011031236, 27.265909333930825, 1.5537215099627115, 1)
(17.883685784773142, 26.3745423080042, 1.5383936243603902, 1)
(17.8461287979996, 25.47284844098107, 1.517516127525985, 1)
(17.78678569137303, 24.560589402287132, 1.4923952669957181, 1)
(17.70181089002713, 23.638075687923003, 1.4644111806671294, 1)
(17.58861271930261, 22.70652722052589, 1.4349084621220767, 1)
(17.445991260763286, 21.768415118221135, 1.4050927231660948, 1)
(17.274241388336815, 20.82776381427631, 1.3759554864396035, 1)
(17.075215147163735, 19.890394572546242, 1.3482385043179077, 1)
(16.8523390232481, 18.964094711007526, 1.3224358804401053, 1)
(16.61058358629042, 18.058701372175904, 1.2988236478334736, 1)
(16.35638540502638, 17.18609422670475, 1.2775037029058094, 1)
(16.09752391963152, 16.360097749758797, 1.2584509135294546, 1)
(15.842958955575803, 15.596300300262845, 1.2415563111404015, 1)
(15.602637598655123, 14.911803768725118, 1.2266637014172295, 1)
(15.387282035218972, 14.324923658199976, 1.2136018397918171, 1)
(15.208172520869859, 13.85486478880502, 1.2022251772572883, 1)
(15.076941734167645, 13.521402112352884, 1.1925421939423595, 1)
(15.005398310110369, 13.344599243322396, 5.184807215419637, 1)
(15.005398310110369, 13.344599243322396, 5.184807215419637, 1)
(14.875086635613446, 13.599606388727125, 5.51702246836924, 1)
(14.584629659417912, 14.141091096629092, 4.892452283148687, 1)
(14.423108897160411, 13.392961775597854, 4.107054119751239, 0)
(13.779889154760037, 12.978166885786877, 3.3216559563537906, 0)
(12.92378793016867, 12.026457592302858, 3.893520212723365, 0)
(11.999415894609047, 11.313319764102665, 3.6923562162571346, 0)
(11.094136099147388, 10.903058124622023, 3.438705043282162, 0)
(10.230605453023948, 10.771911580507679, 3.170129189570967, 0)
(9.393621992144354, 10.854533113456176, 2.955657068422486, 0)
(8.567585712057713, 11.084698133245839, 2.825551975927924, 0)
(7.736927476098011, 11.39624439558136, 2.7786279674285237, 0)
(6.8861986342787205, 11.723274423436507, 2.807057715175585, 0)
(6.000000000000003, 12.000000000000005, 2.356194490192345, 0)
