(35, 5, 1.5708, 0, 0)
(35, 6, 1.5708, 0, 0)
(35, 7, 1.5708, 0, 0)
(35, 8, 1.5708, 0, 0)
(35, 9, 1.5708, 0, 0)
(35, 10, 1.5708, 0, 0)
(35, 11, 1.5708, 0, 0)
(35, 12, 1.5708, 0, 0)
(35, 13, 1.5708, 0, 0)
(35, 14, 1.5708, 0, 0)
(35, 15, 1.5708, 0, 0)
(35, 16, 1.5708, 0, 0)
(35, 17, 1.5708, 0, 0)
(35, 18, 1.5708, 0, 0)
(35, 19, 1.5708, 0, 0)
(35, 20, 1.5708, 0, 0)
(35, 21, 1.5708, 0, 0)
(35, 22, 1.5708, 0, 0)
(35, 23, 1.5708, 0, 0)
(35, 24, 1.5708, 0, 0)
(35, 25, 1.5708, 0, 0)
(35, 26, 1.5708, 0, 0)
(35, 27, 1.5708, 0, 0)
(35, 28, 1.5708, 0, 0)
(35, 29, 1.5708, 0, 0)
(35, 30, 1.5708, 0, 0)
(35, 31, 1.5708, 0, 0)
(35, 32, 1.5708, 0, 0)
(35, 33, 1.5708, 0, 0)
(35, 34, 1.5708, 0, 0)
(35, 35, 1.5708, 0, 0)
